Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Date,Delivery_Efficiency,Quarter,Production_Gap,Previous_Month_Deliveries,Estimated_Revenue
2020.0,11.0,Asia,Model 3,-0.4073993079252644,-0.3525633871967976,1.6421634536553318,120.0,670.0,836.06,Estimated (Region),10165.0,2020-11-01,1.1555349271076123,4,0.054835920728466825,-0.5418268807870409,-0.6690162545193442
2025.0,5.0,Asia,Cybertruck,-1.0127045603954945,-0.9795890354111016,-0.3017061301449552,82.0,477.0,424.79,Interpolated (Month),14940.0,2025-05-01,1.0338055284280467,2,0.03311552498439285,-0.4073993079252644,0.3055391738970727
2020.0,10.0,Middle East,Model S,-0.3044821680216359,-0.3053780052083756,0.7104226105275253,82.0,453.0,592.8,Estimated (Region),5325.0,2020-10-01,0.9970664646062888,4,-0.0008958371867396897,-1.0127045603954945,-0.21631101666501118
2020.0,11.0,Asia,Model S,0.2070541347586212,0.2352584859325986,-0.3275920311937269,75.0,426.0,686.09,Interpolated (Month),5601.0,2020-11-01,0.8801133525017332,4,0.028204351173977404,-0.3044821680216359,-0.06782928457263636
2020.0,4.0,North America,Cybertruck,-1.4012485280810447,-1.3260846762813048,0.3085845172438542,120.0,665.0,439.7,Estimated (Region),8397.0,2020-04-01,1.0566810348872437,2,0.07516385179973994,0.2070541347586212,-0.4324036005765505
2025.0,3.0,North America,Cybertruck,1.818660310730996,1.936279768958,1.3336246469362067,120.0,682.0,1747.18,Official (Quarter),3904.0,2025-03-01,0.9392549258053239,1,0.11761945822700404,-1.4012485280810447,2.4254102147955168
2023.0,11.0,Europe,Model S,0.6652259946258858,0.6566403798093025,-1.4358834572891075,100.0,592.0,1113.55,Interpolated (Month),11616.0,2023-11-01,1.0130750637343942,4,-0.008585614816583376,1.818660310730996,-0.9551870010420022
2020.0,7.0,Europe,Model S,1.6832162722899249,1.6977705744294591,0.6214738412702493,100.0,585.0,1451.91,Official (Quarter),14471.0,2020-07-01,0.9914274034673823,3,0.014554302139534236,0.6652259946258858,1.0460748824286095
2017.0,1.0,Europe,Model S,-0.8767522891647751,-0.902824757250833,-1.348817940639765,100.0,590.0,572.77,Estimated (Region),14372.0,2017-01-01,0.9711212304750587,1,-0.0260724680860579,1.6832162722899249,1.1825792171224316
2021.0,1.0,Asia,Model 3,-0.537252785680213,-0.5805086902353933,0.8549941824646292,60.0,359.0,420.46,Interpolated (Month),8256.0,2021-01-01,0.9254862066963367,1,-0.04325590455518036,-0.8767522891647751,-0.45934800626949834
2019.0,5.0,Middle East,Model 3,1.0303912539876492,0.8599366027046926,-1.3720765328245788,75.0,417.0,874.26,Official (Quarter),13525.0,2019-05-01,1.198217695056634,2,-0.17045465128295656,-0.537252785680213,-1.4137756592241435
2016.0,9.0,Asia,Model S,1.0344571163048295,1.0155779373232188,1.6715176409796813,60.0,349.0,732.53,Interpolated (Month),4515.0,2016-09-01,1.0185895914905074,3,-0.018879178981610734,1.0303912539876492,1.7291133187404923
2020.0,1.0,Asia,Model Y,0.424323652332948,0.4054545154928272,0.29040558767532,100.0,567.0,985.9,Official (Quarter),4971.0,2020-01-01,1.0465382333137554,1,-0.018869136840120815,1.0344571163048295,0.12322595962028793
2025.0,9.0,North America,Model S,2.015600516719421,1.838857214106283,-0.2125058629147003,60.0,355.0,950.73,Interpolated (Month),5009.0,2025-09-01,1.0961158382811351,3,-0.1767433026131382,0.424323652332948,-0.4283269270967764
2022.0,4.0,North America,Model S,0.0340008698836311,0.1190556795432012,-0.3048811677959129,120.0,681.0,1027.22,Estimated (Region),7885.0,2022-04-01,0.2855879703856829,2,0.0850548096595701,2.015600516719421,-0.010366224916198336
2025.0,3.0,Middle East,Cybertruck,-1.1977012958272018,-1.1819462457296075,-0.9837522308201658,100.0,594.0,464.12,Estimated (Region),4024.0,2025-03-01,1.013329751800911,1,0.01575505009759426,0.0340008698836311,1.178241321626213
2016.0,12.0,North America,Cybertruck,-1.193889549904845,-1.1734951325376517,0.14970589164632,100.0,588.0,460.76,Estimated (Region),13003.0,2016-12-01,1.0173792091690155,4,0.020394417367193274,-1.1977012958272018,-0.17873229959572848
2022.0,5.0,Europe,Model 3,0.6654801110207097,0.7611055289876496,-1.4283931915721475,120.0,710.0,1335.62,Official (Quarter),11787.0,2022-05-01,0.8743598432478453,2,0.09562541796693991,-1.193889549904845,-0.9505672597086586
2017.0,6.0,North America,Model X,-0.9174109123365788,-0.8739501205116493,1.6347502278312804,75.0,435.0,411.86,Interpolated (Month),3923.0,2017-06-01,1.0497291444956671,2,0.04346079182492946,0.6654801110207097,-1.499737697957125
2023.0,11.0,North America,Model S,0.7102045965096939,0.492782685143041,0.5987172509682576,60.0,344.0,656.2,Estimated (Region),7161.0,2023-11-01,1.441212562701024,4,-0.2174219113666529,-0.9174109123365788,0.4252117436473045
2016.0,10.0,Asia,Model S,1.6585669819920186,1.7024656373138791,0.7096129461046373,82.0,460.0,1134.98,Official (Quarter),9148.0,2016-10-01,0.9742146599850773,4,0.04389865532186055,0.7102045965096939,1.1769406024032332
2024.0,1.0,Middle East,Model X,1.3886953706891705,1.2709893582356722,0.1611997466366783,100.0,561.0,1294.82,Official (Quarter),8327.0,2024-01-01,1.0926097545119435,1,-0.11770601245349832,1.6585669819920186,0.22385734191062234
2020.0,9.0,Middle East,Model S,-0.1515040983377239,-0.1264961093119698,0.7516021728975225,100.0,596.0,833.74,Official (Quarter),13947.0,2020-09-01,1.1976976933265069,3,0.0250079890257541,1.3886953706891705,-0.11387080951351322
2023.0,5.0,Middle East,Cybertruck,0.4088225522486978,0.3634337026772673,0.0439057641363687,60.0,357.0,617.49,Estimated (Region),13491.0,2023-05-01,1.1248889391299415,2,-0.04538884957143047,-0.1515040983377239,0.017949666552659595
2024.0,1.0,North America,Model 3,-1.5509230846322477,-1.5040275596008266,0.3169684457185514,82.0,482.0,276.11,Official (Quarter),8146.0,2024-01-01,1.0311799639122752,1,0.04689552503142114,0.4088225522486978,-0.49159367956490485
2015.0,3.0,Middle East,Model 3,-2.038826562693894,-2.002643237926241,-0.7927196390805236,60.0,343.0,97.7,Estimated (Region),3941.0,2015-03-01,1.018067783658322,1,0.03618332476765307,-1.5509230846322477,1.616217856926488
2023.0,3.0,Europe,Model S,1.882443525831764,1.9041185881997225,-0.8539082012493032,82.0,490.0,1273.75,Estimated (Region),3343.0,2023-03-01,0.9886167476635731,1,0.021675062367958464,-2.038826562693894,-1.6074339650963978
2019.0,8.0,Asia,Model Y,1.3322815310382927,1.3810885828753234,0.456969315364137,60.0,342.0,777.96,Interpolated (Month),4731.0,2019-08-01,0.964660447966764,3,0.04880705183703071,1.882443525831764,0.6088117791108528
2017.0,12.0,Europe,Model S,0.7899971444843589,0.5878577085525479,-1.668359038129337,60.0,354.0,691.95,Official (Quarter),9296.0,2017-12-01,1.3438577618205068,4,-0.20213943593181094,1.3322815310382927,-1.3179988760968477
2023.0,6.0,Europe,Model S,0.9302693944270822,0.7895106594383912,-1.4769889619555991,100.0,594.0,1210.25,Estimated (Region),13172.0,2023-06-01,1.1782860475738455,2,-0.14075873498869107,0.7899971444843589,-1.37399762721392
2022.0,7.0,Europe,Model S,0.3201359304552007,0.2336152139230516,-1.3663611668339135,60.0,333.0,558.54,Estimated (Region),6494.0,2022-07-01,1.3703556591166508,3,-0.08652071653214913,0.9302693944270822,-0.43742130348222863
2019.0,4.0,Asia,Model X,0.315307718953549,0.3892565485415779,-0.7835265432145052,82.0,481.0,805.41,Estimated (Region),3619.0,2019-04-01,0.8100254706951188,2,0.0739488295880289,0.3201359304552007,-0.24705196708052496
2023.0,1.0,North America,Model S,-0.0221588533724229,-0.181663098203906,0.3953612585526821,82.0,480.0,708.12,Interpolated (Month),8000.0,2023-01-01,0.12197773566291878,1,-0.1595042448314831,0.315307718953549,-0.008760752157405462
2017.0,8.0,Asia,Model X,-0.5949372073052096,-0.5290977516509933,0.5499017926321258,100.0,585.0,665.23,Official (Quarter),3100.0,2017-08-01,1.124437224404699,3,0.06583945565421634,-0.0221588533724229,-0.3271570368006854
2025.0,1.0,North America,Model X,-0.9773823815149896,-0.9178489584809773,-1.7077110154269208,120.0,692.0,630.69,Official (Quarter),12525.0,2025-01-01,1.0648618952867137,1,0.05953342303401232,-0.5949372073052096,1.669086659197345
2018.0,12.0,North America,Cybertruck,-0.3799547372842968,-0.2877715193918002,1.5389150862111325,82.0,476.0,601.69,Estimated (Region),11899.0,2018-12-01,1.3203347505942358,4,0.09218321789249662,-0.9773823815149896,-0.5847180772841918
2024.0,5.0,North America,Cybertruck,1.1155202462536136,0.971679099353891,-0.0761288504252094,60.0,333.0,714.88,Estimated (Region),7740.0,2024-05-01,1.1480335915379558,2,-0.1438411468997226,-0.3799547372842968,-0.0849232739733341
2021.0,2.0,Middle East,Model 3,1.077656903424871,0.9021921686644736,0.6591085745033278,100.0,556.0,1181.19,Interpolated (Month),8104.0,2021-02-01,1.1944870958258706,1,-0.17546473476039748,1.1155202462536136,0.7102929054200372
2025.0,9.0,North America,Model 3,0.360286320837357,0.2664806541139923,-0.1852426873933539,60.0,351.0,597.05,Estimated (Region),7510.0,2025-09-01,1.3520167984998923,3,-0.09380566672336471,1.077656903424871,-0.06674040630297613
2025.0,11.0,Europe,Cybertruck,-0.1908921395354089,-0.0281345418833688,0.6253914440825302,100.0,586.0,806.13,Interpolated (Month),5555.0,2025-11-01,6.784974154786261,4,0.1627575976520401,0.360286320837357,-0.11938231080805323
2024.0,9.0,Asia,Model X,-0.3845288323911247,-0.4410653225681163,0.9269872168401286,100.0,588.0,741.67,Official (Quarter),6509.0,2024-09-01,0.8718183287504758,3,-0.05653649017699164,-0.1908921395354089,-0.356453312133033
2016.0,9.0,Europe,Model X,1.1782869957750857,1.169575999932198,1.1466572763842888,60.0,340.0,742.51,Official (Quarter),5085.0,2016-09-01,1.0074479946949944,3,-0.008710995842887703,-0.3845288323911247,1.3510913573744858
2024.0,2.0,Asia,Cybertruck,1.8981987423108373,2.176197482351867,-1.4438603169103084,75.0,446.0,1163.52,Interpolated (Month),4513.0,2024-02-01,0.872254819566931,1,0.27799874004102976,1.1782869957750857,-2.7407338376316743
2015.0,3.0,North America,Cybertruck,-1.0688642836515485,-0.9704336627864824,1.58392328274289,60.0,357.0,306.09,Interpolated (Month),7441.0,2015-03-01,1.1014295202646152,1,0.09843062086506615,1.8981987423108373,-1.6929990249679883
2015.0,4.0,Asia,Model Y,-0.5817231547743734,-0.5079699686711028,0.8902163244707582,82.0,455.0,520.95,Estimated (Region),13830.0,2015-04-01,1.1451920204972272,2,0.07375318610327064,-1.0688642836515485,-0.5178594487027767
2018.0,7.0,North America,Model S,-0.709289584975908,-0.5791001713700673,0.6458756060595093,82.0,489.0,523.06,Official (Quarter),4710.0,2018-07-01,1.2248132879978801,3,0.1301894136058407,-0.5817231547743734,-0.45811284056801244
2025.0,3.0,Asia,Model X,0.5168220200488018,0.7244840384891729,-1.329520690045142,120.0,710.0,1273.31,Estimated (Region),8997.0,2025-03-01,0.7133656403618968,1,0.20766201844037102,-0.709289584975908,-0.6871255687258072
2017.0,4.0,Asia,Cybertruck,-1.0853818493150935,-1.1291267882798817,-1.7298771322271371,75.0,439.0,372.12,Interpolated (Month),14602.0,2017-04-01,0.961257726396316,2,-0.04374493896478815,0.5168220200488018,1.8775772408645806
2018.0,8.0,North America,Model X,-2.2062892668827607,-2.1878634687166136,1.384376540257957,82.0,459.0,85.37,Official (Quarter),3270.0,2018-08-01,1.0084218226729456,3,0.01842579816614709,-1.0853818493150935,-3.054335102095421
2025.0,5.0,North America,Model X,0.275919677755864,0.2390145362401347,1.265407064344783,75.0,419.0,691.85,Estimated (Region),9530.0,2025-05-01,1.1544054269513182,2,-0.03690514151572932,-2.2062892668827607,0.3491507094240064
2022.0,12.0,Europe,Cybertruck,-0.445008534359183,-0.3715783918786989,-1.205648991785161,82.0,488.0,598.12,Official (Quarter),13713.0,2022-12-01,1.1976168261809348,4,0.07343014248048407,0.275919677755864,0.5365240907859411
2018.0,2.0,Middle East,Cybertruck,1.3597261016792603,1.2486878095346767,-1.5949385290929805,100.0,579.0,1326.46,Estimated (Region),7772.0,2018-02-01,1.0889239818765926,1,-0.1110382921445836,-0.445008534359183,-2.168679548581652
2021.0,5.0,Asia,Model S,-0.0968690734506125,-0.1706297004255187,1.2401096486715175,100.0,567.0,811.46,Official (Quarter),14676.0,2021-05-01,0.5677151938322524,2,-0.0737606269749062,1.3597261016792603,-0.12012827264397449
2018.0,5.0,Asia,Model S,-1.0236315653729164,-0.9777110102573336,-0.3574516996218678,120.0,705.0,623.29,Estimated (Region),8450.0,2018-05-01,1.046967411263474,2,0.045920555115582795,-0.0968690734506125,0.36589884282914203
2015.0,7.0,North America,Cybertruck,-1.402010877265516,-1.4516776084395424,-1.203174271612318,60.0,337.0,222.67,Official (Quarter),4928.0,2015-07-01,0.9657866657959856,3,-0.049666731174026424,-1.0236315653729164,1.6868634160464842
2021.0,8.0,North America,Model S,-0.5054882363272412,-0.5225246636128051,0.034314048953496,82.0,470.0,559.28,Official (Quarter),6248.0,2021-08-01,0.9673959365520245,3,-0.017036427285563982,-1.402010877265516,-0.017345348086749306
2024.0,8.0,Europe,Model 3,0.4975091740421949,0.5676689381495416,-1.1255329705077184,75.0,430.0,766.26,Estimated (Region),10781.0,2024-08-01,0.8764072518463845,3,0.07015976410734664,-0.5054882363272412,-0.5599629785145531
2020.0,3.0,North America,Model X,0.5071655970454985,0.7078165652494814,-1.1933161475094525,60.0,336.0,600.67,Interpolated (Month),5541.0,2020-03-01,0.7165212315520473,1,0.20065096820398298,0.4975091740421949,-0.6052088964156656
2019.0,1.0,North America,Model 3,0.801178265856605,0.7071123058168185,0.1175787652088381,120.0,693.0,1359.15,Estimated (Region),10206.0,2019-01-01,1.1330283170947315,1,-0.09406596003978651,0.5071655970454985,0.09420155121157783
2015.0,4.0,Asia,Model S,0.9340811403494388,1.0425745489086344,1.0604829373348474,100.0,564.0,1150.39,Official (Quarter),5129.0,2015-04-01,0.8959370256325877,2,0.10849340855919565,0.801178265856605,0.9905771114268568
2019.0,4.0,Middle East,Model X,1.0087913604276284,1.0512604152448115,0.8381612143799382,100.0,560.0,1166.93,Interpolated (Month),13099.0,2019-04-01,0.9596017749728614,2,0.042469054817183105,0.9340811403494388,0.8455297917120109
2017.0,8.0,North America,Model S,0.3529169453874675,0.3657812341194774,-1.3335217941607045,60.0,348.0,590.43,Estimated (Region),4406.0,2017-08-01,0.9648306486718016,3,0.012864288732009899,1.0087913604276284,-0.470622438202811
2018.0,8.0,Asia,Cybertruck,-0.7730728000766752,-0.7870914571498776,-1.0054461676315891,120.0,718.0,740.98,Interpolated (Month),10747.0,2018-08-01,0.9821892907795429,3,-0.014018657073202379,0.3529169453874675,0.7772830841373147
2024.0,12.0,Asia,Model S,0.0805041701363817,0.2197647784140123,0.4871704444789109,120.0,683.0,1048.99,Estimated (Region),8109.0,2024-12-01,0.36631971109001293,4,0.1392606082776306,-0.7730728000766752,0.03921925234774694
2022.0,10.0,Middle East,Model 3,-0.3728394782292311,-0.3408257299857473,0.0177340699364853,60.0,349.0,442.62,Estimated (Region),14674.0,2022-10-01,1.0939299631070183,4,0.0320137482434838,0.0805041701363817,-0.006611961381999872
2020.0,9.0,Europe,Model 3,-0.8706534956890045,-0.8662032667523563,1.3504779933151505,75.0,426.0,415.09,Interpolated (Month),11996.0,2020-09-01,1.0051376265911967,3,0.0044502289366482595,-0.3728394782292311,-1.1757983857309078
2017.0,1.0,North America,Model S,-0.96798007490651,-0.8934346314819928,-0.7651378663246334,60.0,336.0,308.1,Estimated (Region),14489.0,2017-01-01,1.0834369306916884,1,0.07454544342451719,-0.8706534956890045,0.7406382091587259
2021.0,10.0,Middle East,Model X,0.3064136451347169,0.2876084370938827,-0.3154127696722675,60.0,350.0,584.22,Official (Quarter),5998.0,2021-10-01,1.0653847579398228,4,-0.018805208040834243,-0.96798007490651,-0.09664677647731637
2016.0,1.0,Asia,Cybertruck,-0.4714366394208554,-0.5096132406806498,-0.4440793314605505,75.0,449.0,543.31,Interpolated (Month),3481.0,2016-01-01,0.9250871087870381,1,-0.03817660125979444,0.3064136451347169,0.20935526766002208
2016.0,10.0,North America,Model S,-0.9311331976570628,-0.8497705466568859,-0.7555307431631793,60.0,356.0,334.18,Official (Quarter),4350.0,2016-10-01,1.0957466122122834,4,0.08136265100017692,-0.4714366394208554,0.7034997568097482
2023.0,12.0,Asia,Model S,-1.085890082104741,-1.0434418906392149,-0.9902693087286448,120.0,685.0,580.43,Estimated (Region),5372.0,2023-12-01,1.04068093474714,4,0.04244819146552614,-0.9311331976570628,1.0753236209611532
2015.0,12.0,Asia,Model Y,-1.068101934467077,-0.9788847759784386,-0.9349422398312724,82.0,459.0,393.75,Official (Quarter),3373.0,2015-12-01,1.0911416345192027,4,0.08921715848863843,-1.085890082104741,0.998613614978764
2016.0,10.0,North America,Model X,-5.072702275459149e-05,-0.0671035638240556,0.3468127061681107,120.0,677.0,1007.58,Official (Quarter),6599.0,2016-10-01,0.0007559512470544317,4,-0.06705283680130102,-1.068101934467077,-1.7592776037371205e-05
2021.0,2.0,Asia,Cybertruck,-0.5779114088520168,-0.5436524465926955,-1.164650348905607,60.0,352.0,403.81,Interpolated (Month),6614.0,2021-02-01,1.0630162937259584,1,0.034258962259321235,-5.072702275459149e-05,0.6730647239560322
2022.0,9.0,Middle East,Model Y,-0.7547764196493635,-0.7492962009302958,0.9386644764787656,82.0,460.0,479.69,Estimated (Region),6233.0,2022-09-01,1.0073138215731825,3,0.0054802187190676754,-0.5779114088520168,-0.7084818128086868
2024.0,7.0,Europe,Model 3,-2.14225193538717,-2.111568696844787,0.157321409318202,75.0,445.0,99.59,Interpolated (Month),9522.0,2024-07-01,1.014531016011097,3,0.030683238542382973,-0.7547764196493635,-0.3370220935897553
2020.0,10.0,Middle East,Cybertruck,2.1523151371346114,2.1480271050453466,-0.8033590968069498,120.0,687.0,1895.3,Interpolated (Month),8649.0,2020-10-01,1.0019962653540047,4,-0.0042880320892648705,-2.14225193538717,-1.7290819446123877
2017.0,5.0,Europe,Model X,-0.3738559438085262,-0.2680522552772358,-1.695279261869349,82.0,479.0,607.2,Interpolated (Month),14643.0,2017-05-01,1.3947129205156727,2,0.10580368853129041,2.1523151371346114,0.6337902284651872
2020.0,9.0,North America,Model 3,0.3925591029799763,0.5671994318610996,0.7698934316002325,120.0,705.0,1212.64,Official (Quarter),5628.0,2020-09-01,0.6921006632392209,3,0.17464032888112324,-0.3738559438085262,0.302228674899163
2019.0,8.0,North America,Model S,0.3958626161126853,0.2955900439973969,-1.5009071150300215,82.0,461.0,793.84,Interpolated (Month),13946.0,2019-08-01,1.3392285164928337,3,-0.1002725721152884,0.3925591029799763,-0.5941530170979274
2019.0,9.0,Europe,Model S,-0.2135084986747248,-0.1675779095506457,0.154004717670606,100.0,556.0,757.44,Estimated (Region),7509.0,2019-09-01,1.2740849867816133,3,0.0459305891240791,0.3958626161126853,-0.03288131605867595
2023.0,1.0,Europe,Model Y,1.248677237141271,1.2949341789462148,0.63724266476967,75.0,449.0,999.2,Interpolated (Month),5788.0,2023-01-01,0.9642785382013884,1,0.04625694180494366,-0.2135084986747248,0.7957104100331327
2024.0,3.0,North America,Model X,-0.4165474981389203,-0.5316800362374243,-0.7376540087874727,75.0,441.0,547.92,Interpolated (Month),4819.0,2024-03-01,0.7834552169510253,1,-0.11513253809850404,1.248677237141271,0.30726793185256684
2015.0,12.0,North America,Model 3,0.1686825591402313,0.2937120188436288,0.0305873062630008,120.0,660.0,1048.01,Interpolated (Month),6444.0,2015-12-01,0.5743127564351981,4,0.1250294597033975,-0.4165474981389203,0.005159545097649
2020.0,8.0,Europe,Cybertruck,0.0355255682525737,-0.0206224412682966,0.9269698207352788,82.0,468.0,706.35,Estimated (Region),8810.0,2020-08-01,-1.722665507462885,3,-0.0561480095208703,0.1686825591402313,0.032931129634607155
2021.0,11.0,Middle East,Model S,0.4639658099254568,0.6402076597138321,1.147105598857859,120.0,679.0,1196.53,Official (Quarter),5847.0,2021-11-01,0.724711432120081,4,0.17624184978837532,0.0355255682525737,0.5322177782441126
2023.0,1.0,Middle East,Model X,-0.9466342977413128,-0.9349859380091108,-0.8915762355973801,82.0,458.0,425.73,Official (Quarter),3778.0,2023-01-01,1.0124583261187918,1,0.011648359732202018,0.4639658099254568,0.8439966436675691
2023.0,11.0,North America,Model X,-1.158059138234693,-1.0849931971663327,-0.65700417560691,60.0,358.0,288.1,Interpolated (Month),5155.0,2023-11-01,1.0673423033980176,4,0.07306594106836029,-0.9466342977413128,0.7608496894199331
2025.0,8.0,Asia,Model S,0.4893774494078342,0.4195397041460875,0.973728065414974,120.0,711.0,1263.59,Estimated (Region),8227.0,2025-08-01,1.166462779497572,3,-0.06983774526174669,-1.158059138234693,0.4765205570696047
2022.0,6.0,North America,Model Y,0.0990546669585172,0.112013085216571,1.0677888043403947,82.0,483.0,747.1,Estimated (Region),9976.0,2022-06-01,0.8843133529176576,2,0.0129584182580538,0.4893774494078342,0.10576946439597108
2016.0,3.0,Middle East,Model Y,-1.1875366400342506,-1.1331175917316387,1.2668569054261614,120.0,673.0,529.89,Estimated (Region),4148.0,2016-03-01,1.0480259495569637,1,0.054419048302611905,0.0990546669585172,-1.504438992873972
2025.0,12.0,Europe,Model 3,1.671781034522855,1.93158470607358,1.1580890024287531,100.0,573.0,1418.26,Interpolated (Month),11849.0,2025-12-01,0.8654971377989217,4,0.25980367155072503,-1.1875366400342506,1.936071230549882
2019.0,3.0,Middle East,Model Y,0.8306557676561628,1.017455962476987,-1.7134900014581809,120.0,708.0,1400.88,Official (Quarter),14380.0,2019-03-01,0.8164046389132549,1,0.18680019482082422,1.671781034522855,-1.4233203525324047
2021.0,3.0,Europe,Model 3,-0.7662116574164334,-0.8708983296367763,-1.3068794110667292,100.0,599.0,620.59,Official (Quarter),6782.0,2021-03-01,0.8797946113135797,1,-0.10468667222034289,0.8306557676561628,1.0013462395968509
2021.0,4.0,Europe,Model 3,0.3155618353483728,0.2744622610175065,-0.0224762808775673,120.0,712.0,1192.32,Official (Quarter),7954.0,2021-04-01,1.1497458126975235,2,-0.041099574330866306,-0.7662116574164334,-0.007092656445530672
2020.0,2.0,Europe,Model Y,0.9917655619744355,1.215587616199515,-0.050320486300913,120.0,663.0,1374.9,Official (Quarter),9620.0,2020-02-01,0.8158733675447847,1,0.2238220542250794,0.3155618353483728,-0.04990612537505187
2020.0,5.0,Asia,Model S,-1.0515843688035316,-1.05635331357137,-0.7355719435526787,100.0,586.0,508.41,Estimated (Region),8440.0,2020-05-01,0.9954854642792614,2,-0.004768944767838512,0.9917655619744355,0.7735159579704306
2019.0,6.0,North America,Model 3,0.6146568320559548,0.5150842338440365,0.4885924517925288,120.0,680.0,1258.78,Official (Quarter),14972.0,2019-06-01,1.1933132324179585,2,-0.09957259821191833,-1.0515843688035316,0.30031668858524757
2021.0,10.0,Europe,Model Y,0.6446425666451602,0.4979472543159031,1.3873139968198176,75.0,437.0,816.69,Official (Quarter),13582.0,2021-10-01,1.2946001028377838,4,-0.1466953123292571,0.6146568320559548,0.8943216556526828
2016.0,10.0,Asia,Model Y,0.5800970023599216,0.4728286678842556,-0.476037964196769,75.0,430.0,787.22,Official (Quarter),3547.0,2016-10-01,1.226865124222807,4,-0.10726833447566597,0.6446425666451602,-0.27614819604006535
2020.0,3.0,Asia,Model Y,0.0355255682525737,0.1864298319346296,-0.7932370489419268,82.0,466.0,703.33,Official (Quarter),9827.0,2020-03-01,0.19055731523177316,1,0.1509042636820559,0.5800970023599216,-0.028180196922656563
2020.0,2.0,North America,Model 3,0.3765497701060785,0.3075624543526681,-0.6404853314726586,100.0,575.0,983.59,Interpolated (Month),14288.0,2020-02-01,1.2243034374875474,1,-0.06898731575341038,0.0355255682525737,-0.24117460432234508
2025.0,6.0,Asia,Model 3,-0.0290199960326648,-0.0570091786225524,0.7564367989511961,120.0,666.0,979.82,Estimated (Region),6245.0,2025-06-01,0.5090407673613581,2,-0.0279891825898876,0.3765497701060785,-0.021951792904525372
2019.0,9.0,Middle East,Model X,-0.4572061213107241,-0.4802690976530242,1.5603495725445031,100.0,570.0,694.52,Interpolated (Month),12262.0,2019-09-01,0.9519790541281874,3,-0.023062976342300145,-0.0290199960326648,-0.7134013759519185
2016.0,12.0,North America,Model S,-0.0701868519941162,-0.182836863925011,-1.6537577417811529,120.0,705.0,1020.06,Interpolated (Month),8502.0,2016-12-01,0.38387691895056103,4,-0.1126500119308948,-0.4572061213107241,0.11607204985651762
2025.0,10.0,Asia,Model X,-1.2475081092126614,-1.289228432638607,-1.489600640940479,75.0,441.0,331.61,Official (Quarter),5996.0,2025-10-01,0.9676393086207706,4,-0.04172032342594556,-0.0701868519941162,1.8582888790616254
2021.0,8.0,Asia,Model 3,0.2688044187007983,0.2488741682974169,1.0131083735118855,75.0,435.0,716.44,Official (Quarter),4357.0,2021-08-01,1.0800816353891889,3,-0.019930250403381394,-1.2475081092126614,0.27232800742277363
