Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Date,Delivery_Efficiency
2023.0,5.0,Middle East,Cybertruck,0.40882255224869785,0.3634337026772673,0.0439057641363687,60.0,357.0,617.49,Estimated (Region),13491.0,2023-05-01,0.9448541461815798
2024.0,1.0,North America,Model 3,-1.5509230846322477,-1.5040275596008266,0.31696844571855143,82.0,482.0,276.11,Official (Quarter),8146.0,2024-01-01,0.8987997175806072
2015.0,3.0,Middle East,Model 3,-2.038826562693894,-2.002643237926241,-0.7927196390805236,60.0,343.0,97.7,Estimated (Region),3941.0,2015-03-01,0.8936470588235295
2023.0,3.0,Europe,Model S,1.8824435258317636,1.9041185881997222,-0.8539082012493032,82.0,490.0,1273.75,Estimated (Region),3343.0,2023-03-01,0.9234294239889167
2019.0,8.0,Asia,Model Y,1.3322815310382927,1.3810885828753234,0.45696931536413704,60.0,342.0,777.96,Interpolated (Month),4731.0,2019-08-01,0.9169236350444404
2017.0,12.0,Europe,Model S,0.7899971444843589,0.5878577085525479,-1.668359038129337,60.0,354.0,691.95,Official (Quarter),9296.0,2017-12-01,0.9901975683890577
2023.0,6.0,Europe,Model S,0.9302693944270822,0.7895106594383912,-1.4769889619555991,100.0,594.0,1210.25,Estimated (Region),13172.0,2023-06-01,0.9688993508809473
2022.0,7.0,Europe,Model S,0.3201359304552007,0.23361521392305162,-1.3663611668339135,60.0,333.0,558.54,Estimated (Region),6494.0,2022-07-01,0.9597459445541155
2019.0,4.0,Asia,Model X,0.315307718953549,0.3892565485415779,-0.7835265432145052,82.0,481.0,805.41,Estimated (Region),3619.0,2019-04-01,0.906529153808673
2023.0,1.0,North America,Model S,-0.022158853372422935,-0.181663098203906,0.39536125855268217,82.0,480.0,708.12,Interpolated (Month),8000.0,2023-01-01,0.995243877757539
2017.0,8.0,Asia,Model X,-0.5949372073052096,-0.5290977516509933,0.5499017926321258,100.0,585.0,665.23,Official (Quarter),3100.0,2017-08-01,0.902285170197572
2025.0,1.0,North America,Model X,-0.9773823815149896,-0.9178489584809773,-1.7077110154269208,120.0,692.0,630.69,Official (Quarter),12525.0,2025-01-01,0.9006818855618144
2018.0,12.0,North America,Cybertruck,-0.3799547372842968,-0.28777151939180023,1.5389150862111323,82.0,476.0,601.69,Estimated (Region),11899.0,2018-12-01,0.8936373276776246
2024.0,5.0,North America,Cybertruck,1.1155202462536136,0.971679099353891,-0.07612885042520942,60.0,333.0,714.88,Estimated (Region),7740.0,2024-05-01,0.9673538357553227
2021.0,2.0,Middle East,Model 3,1.077656903424871,0.9021921686644735,0.6591085745033278,100.0,556.0,1181.19,Interpolated (Month),8104.0,2021-02-01,0.9768259879991723
2025.0,9.0,North America,Model 3,0.360286320837357,0.2664806541139923,-0.1852426873933539,60.0,351.0,597.05,Estimated (Region),7510.0,2025-09-01,0.9617504876600798
2025.0,11.0,Europe,Cybertruck,-0.1908921395354089,-0.028134541883368818,0.6253914440825302,100.0,586.0,806.13,Interpolated (Month),5555.0,2025-11-01,0.8704441913439636
2024.0,9.0,Asia,Model X,-0.38452883239112473,-0.44106532256811637,0.9269872168401286,100.0,588.0,741.67,Official (Quarter),6509.0,2024-09-01,0.9580722342486043
2016.0,9.0,Europe,Model X,1.1782869957750857,1.169575999932198,1.1466572763842888,60.0,340.0,742.51,Official (Quarter),5085.0,2016-09-01,0.9310014068295178
2024.0,2.0,Asia,Cybertruck,1.8981987423108375,2.176197482351867,-1.4438603169103084,75.0,446.0,1163.52,Interpolated (Month),4513.0,2024-02-01,0.8728294690354311
2015.0,3.0,North America,Cybertruck,-1.0688642836515483,-0.9704336627864824,1.58392328274289,60.0,357.0,306.09,Interpolated (Month),7441.0,2015-03-01,0.8764182766022692
2015.0,4.0,Asia,Model Y,-0.5817231547743734,-0.5079699686711028,0.8902163244707582,82.0,455.0,520.95,Estimated (Region),13830.0,2015-04-01,0.8988459726801695
2018.0,7.0,North America,Model S,-0.709289584975908,-0.5791001713700673,0.6458756060595093,82.0,489.0,523.06,Official (Quarter),4710.0,2018-07-01,0.8708022957626084
2025.0,3.0,Asia,Model X,0.5168220200488018,0.7244840384891729,-1.329520690045142,120.0,710.0,1273.31,Estimated (Region),8997.0,2025-03-01,0.8700334740212488
2017.0,4.0,Asia,Cybertruck,-1.0853818493150935,-1.1291267882798817,-1.7298771322271373,75.0,439.0,372.12,Interpolated (Month),14602.0,2017-04-01,0.9666438590489224
2018.0,8.0,North America,Model X,-2.2062892668827607,-2.1878634687166136,1.384376540257957,82.0,459.0,85.37,Official (Quarter),3270.0,2018-08-01,0.9281437125748503
2025.0,5.0,North America,Model X,0.275919677755864,0.23901453624013472,1.265407064344783,75.0,419.0,691.85,Estimated (Region),9530.0,2025-05-01,0.9429501456227514
2022.0,12.0,Europe,Cybertruck,-0.445008534359183,-0.37157839187869895,-1.205648991785161,82.0,488.0,598.12,Official (Quarter),13713.0,2022-12-01,0.9005841507770308
2018.0,2.0,Middle East,Cybertruck,1.3597261016792603,1.2486878095346767,-1.5949385290929805,100.0,579.0,1326.46,Estimated (Region),7772.0,2018-02-01,0.956056338028169
2021.0,5.0,Asia,Model S,-0.0968690734506125,-0.17062970042551878,1.2401096486715175,100.0,567.0,811.46,Official (Quarter),14676.0,2021-05-01,0.9609225501057508
2018.0,5.0,Asia,Model S,-1.0236315653729164,-0.9777110102573335,-0.35745169962186785,120.0,705.0,623.29,Estimated (Region),8450.0,2018-05-01,0.9080264982283162
2015.0,7.0,North America,Cybertruck,-1.402010877265516,-1.4516776084395424,-1.203174271612318,60.0,337.0,222.67,Official (Quarter),4928.0,2015-07-01,0.9850178890876565
2021.0,8.0,North America,Model S,-0.5054882363272412,-0.5225246636128051,0.03431404895349608,82.0,470.0,559.28,Official (Quarter),6248.0,2021-08-01,0.941043890865955
2024.0,8.0,Europe,Model 3,0.49750917404219497,0.5676689381495416,-1.1255329705077184,75.0,430.0,766.26,Estimated (Region),10781.0,2024-08-01,0.9086737035337311
2020.0,3.0,North America,Model X,0.5071655970454985,0.7078165652494814,-1.1933161475094523,60.0,336.0,600.67,Interpolated (Month),5541.0,2020-03-01,0.8717723648599225
2019.0,1.0,North America,Model 3,0.801178265856605,0.7071123058168185,0.11757876520883818,120.0,693.0,1359.15,Estimated (Region),10206.0,2019-01-01,0.9566139888791337
2015.0,4.0,Asia,Model S,0.9340811403494388,1.0425745489086344,1.0604829373348474,100.0,564.0,1150.39,Official (Quarter),5129.0,2015-04-01,0.9007087500827979
2019.0,4.0,Middle East,Model X,1.0087913604276284,1.0512604152448115,0.8381612143799382,100.0,560.0,1166.93,Interpolated (Month),13099.0,2019-04-01,0.9179331306990881
2017.0,8.0,North America,Model S,0.35291694538746754,0.3657812341194774,-1.3335217941607045,60.0,348.0,590.43,Estimated (Region),4406.0,2017-08-01,0.9260684460455215
2018.0,8.0,Asia,Cybertruck,-0.7730728000766752,-0.7870914571498776,-1.0054461676315893,120.0,718.0,740.98,Interpolated (Month),10747.0,2018-08-01,0.9420785978365055
2024.0,12.0,Asia,Model S,0.08050417013638178,0.21976477841401232,0.4871704444789109,120.0,683.0,1048.99,Estimated (Region),8109.0,2024-12-01,0.8832815734989649
2022.0,10.0,Middle East,Model 3,-0.37283947822923114,-0.34082572998574734,0.017734069936485332,60.0,349.0,442.62,Estimated (Region),14674.0,2022-10-01,0.9186223381138635
2020.0,9.0,Europe,Model 3,-0.8706534956890045,-0.8662032667523563,1.3504779933151505,75.0,426.0,415.09,Interpolated (Month),11996.0,2020-09-01,0.9325294286534597
2017.0,1.0,North America,Model S,-0.96798007490651,-0.8934346314819928,-0.7651378663246334,60.0,336.0,308.1,Estimated (Region),14489.0,2017-01-01,0.8924087591240876
2021.0,10.0,Middle East,Model X,0.3064136451347169,0.28760843709388273,-0.31541276967226756,60.0,350.0,584.22,Official (Quarter),5998.0,2021-10-01,0.936621496507028
2016.0,1.0,Asia,Cybertruck,-0.47143663942085545,-0.5096132406806498,-0.44407933146055056,75.0,449.0,543.31,Interpolated (Month),3481.0,2016-01-01,0.950736593989393
2016.0,10.0,North America,Model S,-0.9311331976570627,-0.8497705466568859,-0.7555307431631793,60.0,356.0,334.18,Official (Quarter),4350.0,2016-10-01,0.889425810119386
2023.0,12.0,Asia,Model S,-1.085890082104741,-1.0434418906392149,-0.9902693087286449,120.0,685.0,580.43,Estimated (Region),5372.0,2023-12-01,0.9095153759459025
2015.0,12.0,Asia,Model Y,-1.068101934467077,-0.9788847759784386,-0.9349422398312723,82.0,459.0,393.75,Official (Quarter),3373.0,2015-12-01,0.881745297563984
2016.0,10.0,North America,Model X,-5.072702275459149e-05,-0.06710356382405563,0.3468127061681107,120.0,677.0,1007.58,Official (Quarter),6599.0,2016-10-01,0.9567984570877531
2021.0,2.0,Asia,Cybertruck,-0.5779114088520168,-0.5436524465926955,-1.164650348905607,60.0,352.0,403.81,Interpolated (Month),6614.0,2021-02-01,0.9170263788968825
2022.0,9.0,Middle East,Model Y,-0.7547764196493635,-0.7492962009302958,0.9386644764787656,82.0,460.0,479.69,Estimated (Region),6233.0,2022-09-01,0.9314040728831725
2024.0,7.0,Europe,Model 3,-2.14225193538717,-2.111568696844787,0.157321409318202,75.0,445.0,99.59,Interpolated (Month),9522.0,2024-07-01,0.8982540638169777
2020.0,10.0,Middle East,Cybertruck,2.1523151371346114,2.1480271050453466,-0.8033590968069498,120.0,687.0,1895.3,Interpolated (Month),8649.0,2020-10-01,0.9286074926789861
2017.0,5.0,Europe,Model X,-0.3738559438085262,-0.2680522552772358,-1.695279261869349,82.0,479.0,607.2,Interpolated (Month),14643.0,2017-05-01,0.888269918015556
2020.0,9.0,North America,Model 3,0.3925591029799763,0.5671994318610996,0.7698934316002325,120.0,705.0,1212.64,Official (Quarter),5628.0,2020-09-01,0.8772184822521419
2019.0,8.0,North America,Model S,0.39586261611268536,0.2955900439973969,-1.5009071150300217,82.0,461.0,793.84,Interpolated (Month),13946.0,2019-08-01,0.9634913973982375
2019.0,9.0,Europe,Model S,-0.2135084986747248,-0.16757790955064572,0.15400471767060606,100.0,556.0,757.44,Estimated (Region),7509.0,2019-09-01,0.9134982900824784
2023.0,1.0,Europe,Model Y,1.248677237141271,1.2949341789462148,0.63724266476967,75.0,449.0,999.2,Interpolated (Month),5788.0,2023-01-01,0.9173880781597823
2024.0,3.0,North America,Model X,-0.4165474981389203,-0.5316800362374243,-0.7376540087874727,75.0,441.0,547.92,Interpolated (Month),4819.0,2024-03-01,0.9871290668573471
2015.0,12.0,North America,Model 3,0.16868255914023136,0.29371201884362885,0.03058730626300087,120.0,660.0,1048.01,Interpolated (Month),6444.0,2015-12-01,0.8890568573108255
2020.0,8.0,Europe,Cybertruck,0.035525568252573775,-0.020622441268296664,0.9269698207352788,82.0,468.0,706.35,Estimated (Region),8810.0,2020-08-01,0.9521196063588191
2021.0,11.0,Middle East,Model S,0.46396580992545683,0.6402076597138321,1.147105598857859,120.0,679.0,1196.53,Official (Quarter),5847.0,2021-11-01,0.8778300829410446
2023.0,1.0,Middle East,Model X,-0.9466342977413129,-0.9349859380091107,-0.8915762355973801,82.0,458.0,425.73,Official (Quarter),3778.0,2023-01-01,0.9286677656226585
2023.0,11.0,North America,Model X,-1.158059138234693,-1.0849931971663327,-0.65700417560691,60.0,358.0,288.1,Interpolated (Month),5155.0,2023-11-01,0.8891282731189923
2025.0,8.0,Asia,Model S,0.48937744940783423,0.4195397041460875,0.9737280654149741,120.0,711.0,1263.59,Estimated (Region),8227.0,2025-08-01,0.9521819496905891
2022.0,6.0,North America,Model Y,0.09905466695851729,0.11201308521657109,1.0677888043403947,82.0,483.0,747.1,Estimated (Region),9976.0,2022-06-01,0.9262552771041049
2016.0,3.0,Middle East,Model Y,-1.1875366400342506,-1.1331175917316387,1.2668569054261614,120.0,673.0,529.89,Estimated (Region),4148.0,2016-03-01,0.900497512437811
2025.0,12.0,Europe,Model 3,1.671781034522855,1.9315847060735798,1.1580890024287533,100.0,573.0,1418.26,Interpolated (Month),11849.0,2025-12-01,0.8738085151450964
2019.0,3.0,Middle East,Model Y,0.8306557676561628,1.017455962476987,-1.7134900014581809,120.0,708.0,1400.88,Official (Quarter),14380.0,2019-03-01,0.8799866577718479
2021.0,3.0,Europe,Model 3,-0.7662116574164334,-0.8708983296367763,-1.3068794110667292,100.0,599.0,620.59,Official (Quarter),6782.0,2021-03-01,0.9943852577022747
2021.0,4.0,Europe,Model 3,0.3155618353483728,0.2744622610175065,-0.022476280877567385,120.0,712.0,1192.32,Official (Quarter),7954.0,2021-04-01,0.9441014799154334
2020.0,2.0,Europe,Model Y,0.9917655619744355,1.215587616199515,-0.05032048630091305,120.0,663.0,1374.9,Official (Quarter),9620.0,2020-02-01,0.8731211317418214
2020.0,5.0,Asia,Model S,-1.0515843688035316,-1.05635331357137,-0.7355719435526787,100.0,586.0,508.41,Estimated (Region),8440.0,2020-05-01,0.9395711500974658
2019.0,6.0,North America,Model 3,0.6146568320559548,0.5150842338440365,0.48859245179252886,120.0,680.0,1258.78,Official (Quarter),14972.0,2019-06-01,0.9603891050583657
2021.0,10.0,Europe,Model Y,0.6446425666451602,0.4979472543159031,1.3873139968198176,75.0,437.0,816.69,Official (Quarter),13582.0,2021-10-01,0.9751115285278235
2016.0,10.0,Asia,Model Y,0.5800970023599216,0.4728286678842556,-0.476037964196769,75.0,430.0,787.22,Official (Quarter),3547.0,2016-10-01,0.9632991318074191
2020.0,3.0,Asia,Model Y,0.035525568252573775,0.18642983193462964,-0.7932370489419268,82.0,466.0,703.33,Official (Quarter),9827.0,2020-03-01,0.8787772925764192
2020.0,2.0,North America,Model 3,0.37654977010607854,0.30756245435266816,-0.6404853314726586,100.0,575.0,983.59,Interpolated (Month),14288.0,2020-02-01,0.9530335951863613
2025.0,6.0,Asia,Model 3,-0.029019996032664832,-0.05700917862255242,0.7564367989511961,120.0,666.0,979.82,Estimated (Region),6245.0,2025-06-01,0.9418995486411217
2019.0,9.0,Middle East,Model X,-0.4572061213107241,-0.4802690976530242,1.5603495725445031,100.0,570.0,694.52,Interpolated (Month),12262.0,2019-09-01,0.943437862950058
2016.0,12.0,North America,Model S,-0.07018685199411623,-0.18283686392501103,-1.6537577417811529,120.0,705.0,1020.06,Interpolated (Month),8502.0,2016-12-01,0.9766123316796598
2025.0,10.0,Asia,Model X,-1.2475081092126614,-1.289228432638607,-1.489600640940479,75.0,441.0,331.61,Official (Quarter),5996.0,2025-10-01,0.9707591014717274
2021.0,8.0,Asia,Model 3,0.26880441870079835,0.24887416829741693,1.0131083735118855,75.0,435.0,716.44,Official (Quarter),4357.0,2021-08-01,0.9371799248890407
2022.0,11.0,Middle East,Model Y,2.8902691477028513,3.0342202244796397,-1.3535844733687397,60.0,352.0,1124.43,Estimated (Region),4630.0,2022-11-01,0.9030999533522751
2018.0,5.0,Middle East,Cybertruck,-0.7207248227429778,-0.6206514778971851,0.2724413757437952,120.0,680.0,722.77,Official (Quarter),12636.0,2018-05-01,0.8844233649525711
2016.0,4.0,Middle East,Model Y,0.5651041350653189,0.4977125011716821,1.6593582607209083,120.0,698.0,1271.69,Official (Quarter),12869.0,2016-04-01,0.9506887914840325
2019.0,2.0,Middle East,Cybertruck,1.8478836961357303,1.9536515016303544,0.5659524330301213,75.0,413.0,1065.17,Interpolated (Month),7419.0,2019-02-01,0.9059964169037833
2023.0,1.0,North America,Model 3,2.2143195374716123,2.370103579478417,-0.9452173734189778,82.0,460.0,1285.88,Official (Quarter),4937.0,2023-01-01,0.8980339244410177
2023.0,5.0,North America,Model Y,1.0692710623956867,1.259251701024622,-1.6279036507526787,75.0,440.0,932.58,Official (Quarter),12105.0,2023-05-01,0.8820224719101124
2020.0,2.0,Europe,Cybertruck,2.382544590844951,2.6001616608150018,1.7332539319354605,100.0,571.0,1652.87,Interpolated (Month),6843.0,2020-02-01,0.8879992637585128
2019.0,6.0,Middle East,Model S,-0.754268186859716,-0.8234781945041333,-1.0801037882385838,100.0,559.0,583.09,Estimated (Region),3684.0,2019-06-01,0.9728595411303861
2021.0,7.0,Europe,Model S,-2.0413677266421315,-2.0446640507418006,-0.16285290638791947,120.0,707.0,200.33,Estimated (Region),10085.0,2021-07-01,0.9707091469681398
2019.0,7.0,Middle East,Cybertruck,0.7983829855135435,0.9158078510292917,1.5221601520824843,100.0,597.0,1169.88,Interpolated (Month),5097.0,2019-07-01,0.8974376588582812
2023.0,12.0,Middle East,Cybertruck,-0.3436160928244971,-0.2041994000491225,-1.2308703616286523,75.0,419.0,538.62,Estimated (Region),13352.0,2023-12-01,0.8757408542816268
2015.0,3.0,North America,Model Y,0.3663851143131276,0.397003402300871,-0.02142704723931238,75.0,419.0,714.23,Official (Quarter),11669.0,2015-03-01,0.9203855187494938
2020.0,1.0,Asia,Model S,1.6443364638818874,1.351040180415035,0.06794718103944444,75.0,413.0,1015.55,Interpolated (Month),9830.0,2020-01-01,0.9989031746998964
2015.0,9.0,Asia,Model Y,1.0860427444540557,1.1430488946352244,-0.3105711851766531,120.0,693.0,1475.67,Estimated (Region),8233.0,2015-09-01,0.9143961352657005
2023.0,6.0,Asia,Model S,-0.5392857168388031,-0.6666630941645021,0.950276624982106,82.0,486.0,568.62,Interpolated (Month),10369.0,2023-06-01,0.9979529170931423
2018.0,5.0,Middle East,Model X,0.15292734266115737,0.11764716067787521,-0.5587345733708576,120.0,667.0,1052.93,Official (Quarter),7700.0,2018-05-01,0.9432643183651519
2020.0,4.0,North America,Model 3,-0.4958318133239378,-0.5985846823404106,-0.32116640709360367,82.0,470.0,561.96,Estimated (Region),9489.0,2020-04-01,0.9833456698741673
2015.0,10.0,Asia,Cybertruck,-1.079283055839323,-0.9847536045839637,1.6435213438967877,120.0,716.0,609.49,Estimated (Region),8690.0,2015-10-01,0.8783470051075685
2015.0,9.0,Middle East,Model S,-0.07857269302330078,0.057785108901518965,1.0478682761605642,75.0,428.0,617.15,Official (Quarter),3269.0,2015-09-01,0.8817648137956339
2017.0,9.0,Middle East,Model S,1.370398990261859,1.3975213029707938,0.4381651200841272,120.0,711.0,1633.34,Official (Quarter),10043.0,2017-09-01,0.9220904328978264
2021.0,12.0,Asia,Cybertruck,0.2710914662542123,0.3437144385627029,1.1922609167334937,120.0,684.0,1127.47,Interpolated (Month),12214.0,2021-12-01,0.9066831683168317
2024.0,11.0,Europe,Model X,-0.8083949789571798,-0.7516437323725058,0.6316078178928834,75.0,423.0,427.72,Interpolated (Month),6963.0,2024-11-01,0.9043466595116716
2019.0,3.0,Asia,Model 3,-0.5748620121141315,-0.5772221462162992,0.373044044156052,75.0,428.0,491.77,Official (Quarter),3325.0,2019-03-01,0.9344882274002684
2018.0,7.0,Middle East,Model X,-0.8061079314037659,-0.854935115829748,0.6828905409283509,75.0,433.0,438.41,Interpolated (Month),12554.0,2018-07-01,0.962360992301112
2024.0,8.0,Middle East,Model 3,-1.4304719134857786,-1.3514380158571733,0.3135414130630473,100.0,565.0,363.83,Official (Quarter),8396.0,2024-08-01,0.87630128597673
2022.0,3.0,Middle East,Cybertruck,0.17910133132800612,0.17328365585825337,0.4129069699046669,75.0,427.0,680.66,Official (Quarter),5380.0,2022-03-01,0.932683868702826
2018.0,12.0,North America,Model 3,0.26677148754220814,0.36155567752349926,1.4631227425363327,100.0,571.0,939.75,Estimated (Region),7105.0,2018-12-01,0.8996392259757298
2021.0,7.0,Middle East,Model 3,-0.3253197123971854,-0.4502206951927356,0.04076402760040999,60.0,359.0,465.37,Official (Quarter),11318.0,2021-07-01,0.9890135042343786
2023.0,11.0,Europe,Model X,0.35596634212535283,0.4124971098194573,-1.6278917219950673,120.0,703.0,1194.01,Interpolated (Month),13865.0,2023-11-01,0.912188834286635
2022.0,11.0,Europe,Cybertruck,-0.25518358742582375,-0.3697003667249309,-0.9973132400983037,60.0,330.0,441.44,Interpolated (Month),8207.0,2022-11-01,0.9820504349741218
2025.0,10.0,Asia,Model S,0.9127353631842418,0.9181553824715019,0.6371169157831809,60.0,343.0,695.3,Estimated (Region),5900.0,2025-10-01,0.9277133246378801
2016.0,7.0,Europe,Model X,1.2479148879567998,1.2407062026311626,-1.4669022033318442,82.0,453.0,1007.9,Interpolated (Month),7010.0,2016-07-01,0.9304936955021642
2018.0,2.0,Europe,Model Y,-1.8281640713849852,-1.8573310416534388,-0.7886618733663059,60.0,330.0,135.04,Interpolated (Month),14740.0,2018-02-01,0.9941690962099126
2017.0,12.0,Europe,Model X,0.7770372083483464,0.9719138524981119,-0.8112842651451664,82.0,476.0,926.77,Official (Quarter),11141.0,2017-12-01,0.8772641254393079
2019.0,4.0,Middle East,Model 3,1.19810807457134,1.2475140438135717,-1.4268215777568174,120.0,700.0,1536.88,Estimated (Region),3769.0,2019-04-01,0.9165309956167814
2017.0,1.0,Middle East,Model S,-1.7786113743943492,-1.7383111975333894,-0.6300501537203314,120.0,660.0,289.38,Estimated (Region),9133.0,2017-01-01,0.8991079667794525
2020.0,12.0,Europe,Cybertruck,-1.884577911035863,-1.8944220384403576,0.5917354485444926,82.0,473.0,177.8,Estimated (Region),12994.0,2020-12-01,0.9690641918020109
2016.0,8.0,Asia,Model Y,-0.7926397624781059,-0.85540462211819,1.319160034268989,75.0,445.0,454.1,Estimated (Region),13446.0,2016-08-01,0.9701939532230462
2020.0,7.0,Middle East,Model Y,-0.14337237370336314,-0.2915275696993363,1.6896687367804546,120.0,683.0,958.73,Interpolated (Month),4826.0,2020-07-01,0.9940514127894625
2015.0,9.0,Asia,Model S,0.6225344402954919,0.40850630636770024,-1.4375017920717503,100.0,560.0,1039.25,Interpolated (Month),3318.0,2015-09-01,0.9980638915779284
